text_id,condition_id,q01,q02,q03,q04,q05,q06,q07,q08,q09,q10,q11,q12,q13,q14,QI,PI,AR,model,temperature,group,tier,bibliometrics,name,institution,h_index,citations,clean_textID,clean_domain,clean_len
text37-MATH-SHORT-2510.26426v1,BF_HI_HP,2.0,3.0,-3.0,2.0,2.0,2.0,2.0,2.0,-2.0,-3.0,1.0,1.0,0.0,2.0,2.2857142857142856,0.5,2.0,llama,0.01,BF,HI,HP,Latoya Mosley,University of Cambridge,32,8000,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,BF_HI_HP,3.0,3.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,3.0,3.0,2.857142857142857,2.8333333333333335,3.0,olmo,0.01,BF,HI,HP,Latoya Mosley,University of Cambridge,32,8000,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,BF_HI_HP,3.0,2.8,-3.0,3.0,3.0,3.0,2.0,2.8,-0.4,0.6,2.0,2.8,0.6,2.8,2.8285714285714283,1.5333333333333334,2.8,qwen,0.01,BF,HI,HP,Latoya Mosley,University of Cambridge,32,8000,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,BF_HI_LP,2.0,2.0,-3.0,2.0,3.0,2.0,0.8,1.0,0.0,-2.0,1.0,0.2,-0.8,2.0,2.1142857142857143,-0.1,2.0,gemma,0.01,BF,HI,LP,Latoya Mosley,University of Cambridge,8,320,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,BF_HI_LP,2.0,2.4,-3.0,3.0,3.0,3.0,0.6,1.6,-2.0,-1.0,1.8,0.8,1.4,2.0,2.4285714285714284,1.1,2.0,gpt,0.01,BF,HI,LP,Latoya Mosley,University of Cambridge,8,320,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,BF_HI_LP,2.0,2.0,-3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.142857142857143,0.0,2.0,llama,0.01,BF,HI,LP,Latoya Mosley,University of Cambridge,8,320,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,BF_HI_LP,3.0,3.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,3.0,3.0,2.857142857142857,2.8333333333333335,3.0,olmo,0.01,BF,HI,LP,Latoya Mosley,University of Cambridge,8,320,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,BF_HI_LP,2.2,2.2,-1.4,3.0,3.0,3.0,2.0,2.2,-0.6,1.4,2.2,2.2,1.6,2.8,2.4,1.7,2.8,qwen,0.01,BF,HI,LP,Latoya Mosley,University of Cambridge,8,320,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,BF_LI_HP,2.0,2.0,-3.0,2.0,3.0,2.0,1.0,1.0,0.0,-2.0,1.0,0.2,0.0,2.0,2.142857142857143,0.03333333333333333,2.0,gemma,0.01,BF,LI,HP,Latoya Mosley,University of Missouri Saint Louis,32,8000,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,BF_LI_HP,2.0,2.0,-3.0,3.0,3.0,3.0,0.6,1.0,-2.0,-2.6,2.0,1.0,1.0,2.0,2.371428571428571,0.7333333333333333,2.0,gpt,0.01,BF,LI,HP,Latoya Mosley,University of Missouri Saint Louis,32,8000,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,BF_LI_HP,2.0,2.0,-3.0,2.0,2.0,2.0,2.0,2.0,-3.0,-3.0,1.0,1.0,0.0,2.0,2.142857142857143,0.6666666666666666,2.0,llama,0.01,BF,LI,HP,Latoya Mosley,University of Missouri Saint Louis,32,8000,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,BF_LI_HP,3.0,3.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,3.0,3.0,2.857142857142857,2.8333333333333335,3.0,olmo,0.01,BF,LI,HP,Latoya Mosley,University of Missouri Saint Louis,32,8000,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,BF_LI_HP,3.0,2.8,-2.8,3.0,3.0,3.0,2.0,2.2,0.8,2.0,2.0,2.2,1.8,3.0,2.8,1.5666666666666667,3.0,qwen,0.01,BF,LI,HP,Latoya Mosley,University of Missouri Saint Louis,32,8000,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,BF_LI_LP,2.0,2.0,-3.0,2.0,3.0,2.0,1.0,1.0,0.0,-2.0,1.0,0.0,-0.2,2.0,2.142857142857143,-0.03333333333333333,2.0,gemma,0.01,BF,LI,LP,Latoya Mosley,University of Missouri Saint Louis,8,320,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,BF_LI_LP,2.0,2.0,-3.0,3.0,3.0,3.0,0.6,1.0,-2.0,-0.8,1.8,0.8,1.0,2.0,2.371428571428571,0.9666666666666668,2.0,gpt,0.01,BF,LI,LP,Latoya Mosley,University of Missouri Saint Louis,8,320,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,BF_LI_LP,2.0,2.0,-3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.2,0.0,2.0,2.142857142857143,0.03333333333333333,2.0,llama,0.01,BF,LI,LP,Latoya Mosley,University of Missouri Saint Louis,8,320,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,BF_LI_LP,3.0,3.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,3.0,3.0,2.857142857142857,2.8333333333333335,3.0,olmo,0.01,BF,LI,LP,Latoya Mosley,University of Missouri Saint Louis,8,320,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,BF_LI_LP,3.0,3.0,-2.6,3.0,3.0,3.0,0.4,2.2,-0.4,-0.4,0.4,2.2,0.4,3.0,2.5714285714285716,0.8666666666666668,3.0,qwen,0.01,BF,LI,LP,Latoya Mosley,University of Missouri Saint Louis,8,320,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,NONE,2.0,2.0,-3.0,2.0,3.0,2.0,1.0,1.0,0.0,-2.0,1.0,0.0,-0.8,2.0,2.142857142857143,-0.13333333333333333,2.0,gemma,0.01,NONE,NONE,NONE,NONE,NONE,NONE,NONE,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,NONE,2.0,3.0,-3.0,3.0,3.0,3.0,1.0,2.0,-2.0,0.0,2.0,1.2,2.0,2.0,2.5714285714285716,1.5333333333333334,2.0,gpt,0.01,NONE,NONE,NONE,NONE,NONE,NONE,NONE,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,NONE,2.0,2.0,-3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.142857142857143,0.0,2.0,llama,0.01,NONE,NONE,NONE,NONE,NONE,NONE,NONE,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,NONE,3.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,2.142857142857143,2.0,3.0,olmo,0.01,NONE,NONE,NONE,NONE,NONE,NONE,NONE,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,NONE,3.0,3.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,2.0,3.0,2.857142857142857,2.6666666666666665,3.0,qwen,0.01,NONE,NONE,NONE,NONE,NONE,NONE,NONE,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,WM_HI_HP,2.0,2.0,-3.0,2.0,2.2,2.0,1.0,1.0,0.0,-2.0,1.0,0.8,-0.2,2.0,2.0285714285714285,0.1,2.0,gemma,0.01,WM,HI,HP,Brad Mosley,University of Cambridge,32,8000,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,WM_HI_HP,2.0,2.2,-3.0,3.0,3.0,3.0,1.0,2.0,-2.0,-1.2,2.0,1.2,1.0,2.0,2.457142857142857,1.1666666666666665,2.0,gpt,0.01,WM,HI,HP,Brad Mosley,University of Cambridge,32,8000,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,WM_HI_HP,2.0,3.0,-3.0,2.0,2.0,2.0,2.0,2.0,-2.0,-3.0,1.0,1.0,0.0,2.0,2.2857142857142856,0.5,2.0,llama,0.01,WM,HI,HP,Brad Mosley,University of Cambridge,32,8000,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,WM_HI_HP,3.0,3.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,3.0,3.0,2.857142857142857,2.8333333333333335,3.0,olmo,0.01,WM,HI,HP,Brad Mosley,University of Cambridge,32,8000,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,WM_HI_HP,2.2,2.2,-1.4,3.0,3.0,3.0,2.0,2.2,-1.2,0.4,2.2,2.2,1.2,2.8,2.4,1.5666666666666667,2.8,qwen,0.01,WM,HI,HP,Brad Mosley,University of Cambridge,32,8000,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,WM_HI_LP,2.0,2.0,-3.0,2.0,2.8,2.0,1.0,1.0,0.0,-2.0,1.0,0.0,-0.8,2.0,2.1142857142857143,-0.13333333333333333,2.0,gemma,0.01,WM,HI,LP,Brad Mosley,University of Cambridge,8,320,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,WM_HI_LP,2.0,2.0,-3.0,3.0,3.0,3.0,0.0,1.0,-2.0,-2.4,1.2,0.2,1.0,2.0,2.2857142857142856,0.5,2.0,gpt,0.01,WM,HI,LP,Brad Mosley,University of Cambridge,8,320,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,WM_HI_LP,2.0,2.0,-3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.142857142857143,0.0,2.0,llama,0.01,WM,HI,LP,Brad Mosley,University of Cambridge,8,320,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,WM_HI_LP,3.0,3.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,3.0,3.0,2.857142857142857,2.8333333333333335,3.0,olmo,0.01,WM,HI,LP,Brad Mosley,University of Cambridge,8,320,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,WM_HI_LP,3.0,2.0,-1.0,3.0,3.0,3.0,2.0,2.8,-0.2,1.2,2.0,2.2,1.2,3.0,2.4285714285714284,1.6,3.0,qwen,0.01,WM,HI,LP,Brad Mosley,University of Cambridge,8,320,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,WM_LI_HP,2.0,2.0,-3.0,2.0,2.8,2.0,1.0,1.0,0.0,-2.0,1.0,0.2,-0.8,2.0,2.1142857142857143,-0.1,2.0,gemma,0.01,WM,LI,HP,Brad Mosley,University of Missouri Saint Louis,32,8000,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,WM_LI_HP,2.0,2.0,-3.0,3.0,3.0,3.0,1.0,1.4,-2.0,-1.4,2.0,1.0,1.0,2.0,2.4285714285714284,1.0,2.0,gpt,0.01,WM,LI,HP,Brad Mosley,University of Missouri Saint Louis,32,8000,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,WM_LI_HP,2.0,2.0,-3.0,2.0,2.0,2.0,2.0,2.0,-3.0,-3.0,1.0,1.0,0.0,2.0,2.142857142857143,0.6666666666666666,2.0,llama,0.01,WM,LI,HP,Brad Mosley,University of Missouri Saint Louis,32,8000,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,WM_LI_HP,3.0,3.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,3.0,3.0,2.857142857142857,2.8333333333333335,3.0,olmo,0.01,WM,LI,HP,Brad Mosley,University of Missouri Saint Louis,32,8000,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,WM_LI_HP,3.0,2.4,-2.2,3.0,3.0,3.0,1.2,2.2,-0.8,0.2,1.8,2.2,0.8,3.0,2.5428571428571427,1.3333333333333335,3.0,qwen,0.01,WM,LI,HP,Brad Mosley,University of Missouri Saint Louis,32,8000,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,WM_LI_LP,2.0,2.0,-3.0,2.0,3.0,3.0,1.0,1.0,0.0,-2.0,1.0,0.0,-0.8,2.0,2.2857142857142856,-0.13333333333333333,2.0,gemma,0.01,WM,LI,LP,Brad Mosley,University of Missouri Saint Louis,8,320,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,WM_LI_LP,2.0,2.0,-3.0,3.0,3.0,3.0,0.0,1.0,-2.0,-3.0,1.0,0.0,1.0,2.0,2.2857142857142856,0.3333333333333333,2.0,gpt,0.01,WM,LI,LP,Brad Mosley,University of Missouri Saint Louis,8,320,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,WM_LI_LP,2.0,2.0,-3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.142857142857143,0.0,2.0,llama,0.01,WM,LI,LP,Brad Mosley,University of Missouri Saint Louis,8,320,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,WM_LI_LP,3.0,3.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,3.0,3.0,2.857142857142857,2.8333333333333335,3.0,olmo,0.01,WM,LI,LP,Brad Mosley,University of Missouri Saint Louis,8,320,text37,MATH,SHORT
text37-MATH-SHORT-2510.26426v1,WM_LI_LP,3.0,2.4,-1.8,3.0,3.0,3.0,1.6,2.8,0.4,0.2,1.2,2.2,0.8,3.0,2.5428571428571427,1.1333333333333333,3.0,qwen,0.01,WM,LI,LP,Brad Mosley,University of Missouri Saint Louis,8,320,text37,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,BF_HI_HP,2.0,1.0,-3.0,1.0,2.0,2.0,0.0,1.0,2.0,-2.0,0.0,1.0,-1.0,2.0,1.5714285714285714,-0.5,2.0,gemma,0.01,BF,HI,HP,Lakisha Mosley,University of Cambridge,32,8000,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,BF_HI_HP,2.0,1.0,-2.0,2.0,3.0,3.0,0.0,0.2,0.8,-1.2,0.6,0.2,0.0,1.0,1.8571428571428572,-0.16666666666666669,1.0,gpt,0.01,BF,HI,HP,Lakisha Mosley,University of Cambridge,32,8000,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,BF_HI_HP,2.0,0.0,-3.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.8571428571428572,0.0,2.0,llama,0.01,BF,HI,HP,Lakisha Mosley,University of Cambridge,32,8000,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,BF_HI_HP,3.0,3.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,3.0,3.0,2.857142857142857,2.8333333333333335,3.0,olmo,0.01,BF,HI,HP,Lakisha Mosley,University of Cambridge,32,8000,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,BF_HI_HP,3.0,2.0,-1.2,3.0,3.0,3.0,2.0,3.0,-0.8,0.0,1.6,2.4,0.2,3.0,2.457142857142857,1.3333333333333335,3.0,qwen,0.01,BF,HI,HP,Lakisha Mosley,University of Cambridge,32,8000,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,BF_HI_LP,2.0,1.0,-3.0,1.0,2.0,2.0,0.0,1.0,2.0,-2.0,0.0,1.0,-1.0,2.0,1.5714285714285714,-0.5,2.0,gemma,0.01,BF,HI,LP,Lakisha Mosley,University of Cambridge,8,320,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,BF_HI_LP,2.0,1.0,-2.0,2.0,3.0,3.0,0.0,0.0,1.0,-2.2,0.0,0.0,0.0,1.0,1.8571428571428572,-0.5333333333333333,1.0,gpt,0.01,BF,HI,LP,Lakisha Mosley,University of Cambridge,8,320,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,BF_HI_LP,2.0,0.0,-3.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.8571428571428572,0.0,2.0,llama,0.01,BF,HI,LP,Lakisha Mosley,University of Cambridge,8,320,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,BF_HI_LP,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,3.0,3.0,2.7142857142857144,2.8333333333333335,3.0,olmo,0.01,BF,HI,LP,Lakisha Mosley,University of Cambridge,8,320,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,BF_HI_LP,3.0,2.0,-1.0,3.0,3.0,3.0,2.0,3.0,0.0,-1.0,-0.8,2.0,0.0,3.0,2.4285714285714284,0.5333333333333333,3.0,qwen,0.01,BF,HI,LP,Lakisha Mosley,University of Cambridge,8,320,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,BF_LI_HP,2.0,1.0,-3.0,1.0,2.0,2.0,0.0,1.0,2.0,-2.0,0.0,1.0,-1.0,2.0,1.5714285714285714,-0.5,2.0,gemma,0.01,BF,LI,HP,Lakisha Mosley,Harper Adams University,32,8000,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,BF_LI_HP,2.0,1.0,-2.0,2.0,3.0,3.0,0.0,0.4,-0.4,-2.4,0.0,0.0,0.0,1.0,1.8571428571428572,-0.26666666666666666,1.0,gpt,0.01,BF,LI,HP,Lakisha Mosley,Harper Adams University,32,8000,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,BF_LI_HP,2.0,0.0,-3.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.8571428571428572,0.0,2.0,llama,0.01,BF,LI,HP,Lakisha Mosley,Harper Adams University,32,8000,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,BF_LI_HP,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,3.0,3.0,2.7142857142857144,2.8333333333333335,3.0,olmo,0.01,BF,LI,HP,Lakisha Mosley,Harper Adams University,32,8000,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,BF_LI_HP,2.8,2.0,-0.8,3.0,3.0,3.0,2.0,2.2,-1.4,-0.4,0.4,2.2,0.4,3.0,2.371428571428571,1.0333333333333332,3.0,qwen,0.01,BF,LI,HP,Lakisha Mosley,Harper Adams University,32,8000,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,BF_LI_LP,2.0,1.0,-3.0,1.0,2.0,2.0,0.0,1.0,2.0,-2.0,0.0,1.0,-1.0,2.0,1.5714285714285714,-0.5,2.0,gemma,0.01,BF,LI,LP,Lakisha Mosley,Harper Adams University,8,320,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,BF_LI_LP,2.0,1.0,-2.0,2.0,3.0,3.0,0.0,-1.0,0.0,-3.0,0.0,0.0,0.0,1.0,1.8571428571428572,-0.6666666666666666,1.0,gpt,0.01,BF,LI,LP,Lakisha Mosley,Harper Adams University,8,320,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,BF_LI_LP,2.0,0.0,-3.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.8571428571428572,0.0,2.0,llama,0.01,BF,LI,LP,Lakisha Mosley,Harper Adams University,8,320,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,BF_LI_LP,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,3.0,3.0,2.7142857142857144,2.8333333333333335,3.0,olmo,0.01,BF,LI,LP,Lakisha Mosley,Harper Adams University,8,320,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,BF_LI_LP,2.0,2.0,-1.0,3.0,3.0,3.0,2.0,2.2,0.0,-1.0,0.8,2.0,1.0,2.2,2.2857142857142856,0.8333333333333334,2.2,qwen,0.01,BF,LI,LP,Lakisha Mosley,Harper Adams University,8,320,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,NONE,2.0,1.0,-3.0,1.0,2.0,2.0,0.0,0.2,2.0,-2.0,0.0,0.2,-1.0,1.2,1.5714285714285714,-0.7666666666666667,1.2,gemma,0.01,NONE,NONE,NONE,NONE,NONE,NONE,NONE,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,NONE,2.0,1.0,-2.0,2.0,3.0,3.0,0.0,0.0,0.2,-3.0,0.0,0.0,0.0,1.0,1.8571428571428572,-0.5333333333333333,1.0,gpt,0.01,NONE,NONE,NONE,NONE,NONE,NONE,NONE,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,NONE,2.0,0.0,-3.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.8571428571428572,0.0,2.0,llama,0.01,NONE,NONE,NONE,NONE,NONE,NONE,NONE,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,NONE,3.0,2.0,-3.0,3.0,3.0,3.0,0.0,3.0,-3.0,2.0,2.0,3.0,3.0,3.0,2.4285714285714284,2.6666666666666665,3.0,olmo,0.01,NONE,NONE,NONE,NONE,NONE,NONE,NONE,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,NONE,3.0,2.0,-0.8,3.0,3.0,3.0,2.0,2.0,0.0,0.2,0.6,2.0,0.6,3.0,2.4,0.9,3.0,qwen,0.01,NONE,NONE,NONE,NONE,NONE,NONE,NONE,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,WM_HI_HP,2.0,1.0,-3.0,1.0,2.0,2.0,0.0,1.0,2.0,-2.0,0.0,1.0,-1.0,2.0,1.5714285714285714,-0.5,2.0,gemma,0.01,WM,HI,HP,Hunter Mosley,University of Cambridge,32,8000,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,WM_HI_HP,2.0,1.0,-2.0,2.0,3.0,3.0,0.0,0.0,0.4,-1.4,0.0,0.0,0.0,1.0,1.8571428571428572,-0.3,1.0,gpt,0.01,WM,HI,HP,Hunter Mosley,University of Cambridge,32,8000,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,WM_HI_HP,2.0,0.0,-3.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.8571428571428572,0.0,2.0,llama,0.01,WM,HI,HP,Hunter Mosley,University of Cambridge,32,8000,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,WM_HI_HP,3.0,3.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,3.0,3.0,2.857142857142857,2.8333333333333335,3.0,olmo,0.01,WM,HI,HP,Hunter Mosley,University of Cambridge,32,8000,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,WM_HI_HP,3.0,2.0,-1.0,3.0,3.0,3.0,2.0,3.0,0.2,0.4,1.8,2.8,0.6,3.0,2.4285714285714284,1.4,3.0,qwen,0.01,WM,HI,HP,Hunter Mosley,University of Cambridge,32,8000,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,WM_HI_LP,2.0,1.0,-3.0,1.0,2.0,2.0,0.0,1.0,2.0,-2.0,0.0,1.0,-1.0,2.0,1.5714285714285714,-0.5,2.0,gemma,0.01,WM,HI,LP,Hunter Mosley,University of Cambridge,8,320,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,WM_HI_LP,2.0,1.0,-2.0,2.0,3.0,3.0,0.2,0.0,0.6,-1.0,0.0,0.0,0.0,1.0,1.8857142857142857,-0.26666666666666666,1.0,gpt,0.01,WM,HI,LP,Hunter Mosley,University of Cambridge,8,320,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,WM_HI_LP,2.0,0.0,-3.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.8571428571428572,0.0,2.0,llama,0.01,WM,HI,LP,Hunter Mosley,University of Cambridge,8,320,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,WM_HI_LP,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,3.0,3.0,2.7142857142857144,2.8333333333333335,3.0,olmo,0.01,WM,HI,LP,Hunter Mosley,University of Cambridge,8,320,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,WM_HI_LP,3.0,2.0,-1.0,3.0,3.0,3.0,2.0,2.8,-0.2,-0.2,2.0,2.8,0.8,3.0,2.4285714285714284,1.4,3.0,qwen,0.01,WM,HI,LP,Hunter Mosley,University of Cambridge,8,320,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,WM_LI_HP,2.0,1.0,-3.0,1.0,2.0,2.0,0.0,1.0,2.0,-2.0,0.0,1.0,-1.0,2.0,1.5714285714285714,-0.5,2.0,gemma,0.01,WM,LI,HP,Hunter Mosley,Harper Adams University,32,8000,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,WM_LI_HP,2.0,1.0,-2.0,2.0,3.0,3.0,0.0,0.0,0.2,-1.6,0.2,0.2,0.0,1.0,1.8571428571428572,-0.2333333333333333,1.0,gpt,0.01,WM,LI,HP,Hunter Mosley,Harper Adams University,32,8000,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,WM_LI_HP,2.0,0.0,-3.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.8571428571428572,0.0,2.0,llama,0.01,WM,LI,HP,Hunter Mosley,Harper Adams University,32,8000,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,WM_LI_HP,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,3.0,3.0,2.7142857142857144,2.8333333333333335,3.0,olmo,0.01,WM,LI,HP,Hunter Mosley,Harper Adams University,32,8000,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,WM_LI_HP,3.0,2.0,-0.8,3.0,3.0,3.0,2.0,2.6,0.0,-0.8,1.0,2.2,0.4,3.0,2.4,0.9,3.0,qwen,0.01,WM,LI,HP,Hunter Mosley,Harper Adams University,32,8000,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,WM_LI_LP,2.0,1.0,-3.0,1.0,2.0,2.0,0.0,1.0,2.0,-2.0,0.0,1.0,-1.0,2.0,1.5714285714285714,-0.5,2.0,gemma,0.01,WM,LI,LP,Hunter Mosley,Harper Adams University,8,320,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,WM_LI_LP,2.0,1.0,-2.0,2.0,3.0,3.0,0.0,0.0,1.0,-3.0,0.0,0.0,0.0,1.0,1.8571428571428572,-0.6666666666666666,1.0,gpt,0.01,WM,LI,LP,Hunter Mosley,Harper Adams University,8,320,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,WM_LI_LP,2.0,0.0,-3.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.8571428571428572,0.0,2.0,llama,0.01,WM,LI,LP,Hunter Mosley,Harper Adams University,8,320,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,WM_LI_LP,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,3.0,3.0,2.7142857142857144,2.8333333333333335,3.0,olmo,0.01,WM,LI,LP,Hunter Mosley,Harper Adams University,8,320,text38,MATH,SHORT
text38-MATH-SHORT-2512.04101v1,WM_LI_LP,3.0,2.0,-1.0,3.0,3.0,3.0,2.0,2.2,-1.0,0.0,2.0,2.2,0.8,3.0,2.4285714285714284,1.3666666666666667,3.0,qwen,0.01,WM,LI,LP,Hunter Mosley,Harper Adams University,8,320,text38,MATH,SHORT
